traversal_achieved,total_climb_points,event,match,alliance_color,teams,auto_points,endgame_points,description
False,20,2026gadal,2026gadal_qm41,blue,"frc5900,frc8849,frc6772",0,20,"event=2026gadal match=2026gadal_qm41 BLUE teams=frc5900,frc8849,frc6772 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,20,2026gadal,2026gadal_sf12m1,red,"frc5900,frc6919,frc1002",0,20,"event=2026gadal match=2026gadal_sf12m1 RED teams=frc5900,frc6919,frc1002 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level2, R2=None, R3=None)"
False,20,2026inmis,2026inmis_qm10,blue,"frc1646,frc9431,frc1501",0,20,"event=2026inmis match=2026inmis_qm10 BLUE teams=frc1646,frc9431,frc1501 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level1, R3=Level1)"
False,20,2026mabil,2026mabil_sf6m1,blue,"frc10063,frc1119,frc8013",0,20,"event=2026mabil match=2026mabil_sf6m1 BLUE teams=frc10063,frc1119,frc8013 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=None, R3=Level2)"
False,20,2026miche,2026miche_qm42,red,"frc7197,frc11437,frc6081",0,20,"event=2026miche match=2026miche_qm42 RED teams=frc7197,frc11437,frc6081 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,20,2026miche,2026miche_qm58,red,"frc5144,frc7197,frc8373",0,20,"event=2026miche match=2026miche_qm58 RED teams=frc5144,frc7197,frc8373 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level1, R3=Level1)"
False,20,2026mndu,2026mndu_qm54,red,"frc4511,frc2501,frc3130",0,20,"event=2026mndu match=2026mndu_qm54 RED teams=frc4511,frc2501,frc3130 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level1, R3=Level1)"
False,20,2026mndu,2026mndu_qm55,blue,"frc3883,frc2503,frc5658",0,20,"event=2026mndu match=2026mndu_qm55 BLUE teams=frc3883,frc2503,frc5658 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,20,2026mndu,2026mndu_qm69,blue,"frc2503,frc3267,frc5348",0,20,"event=2026mndu match=2026mndu_qm69 BLUE teams=frc2503,frc3267,frc5348 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level1, R3=Level1)"
False,20,2026mndu,2026mndu_sf4m1,blue,"frc6147,frc3130,frc3267",0,20,"event=2026mndu match=2026mndu_sf4m1 BLUE teams=frc6147,frc3130,frc3267 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level1, R3=Level1)"
False,20,2026mnwi,2026mnwi_qm26,red,"frc4859,frc9082,frc4065",0,20,"event=2026mnwi match=2026mnwi_qm26 RED teams=frc4859,frc9082,frc4065 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,20,2026orsal,2026orsal_qm25,red,"frc8532,frc6443,frc9023",0,20,"event=2026orsal match=2026orsal_qm25 RED teams=frc8532,frc6443,frc9023 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level2, R2=None, R3=None)"
False,20,2026orsal,2026orsal_sf5m1,red,"frc4692,frc1359,frc8532",0,20,"event=2026orsal match=2026orsal_sf5m1 RED teams=frc4692,frc1359,frc8532 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=None, R3=Level2)"
False,20,2026pahat,2026pahat_qm17,blue,"frc5113,frc709,frc1089",0,20,"event=2026pahat match=2026pahat_qm17 BLUE teams=frc5113,frc709,frc1089 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level2, R3=None)"
False,20,2026pahat,2026pahat_qm22,red,"frc341,frc709,frc708",0,20,"event=2026pahat match=2026pahat_qm22 RED teams=frc341,frc709,frc708 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level2, R3=None)"
False,20,2026pahat,2026pahat_qm27,red,"frc9014,frc816,frc709",0,20,"event=2026pahat match=2026pahat_qm27 RED teams=frc9014,frc816,frc709 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=None, R3=Level2)"
False,20,2026pahat,2026pahat_qm43,red,"frc10979,frc486,frc11366",0,20,"event=2026pahat match=2026pahat_qm43 RED teams=frc10979,frc486,frc11366 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=Level1, R3=None)"
False,20,2026pahat,2026pahat_qm49,blue,"frc2559,frc272,frc709",0,20,"event=2026pahat match=2026pahat_qm49 BLUE teams=frc2559,frc272,frc709 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=None, R3=Level2)"
False,20,2026pahat,2026pahat_qm61,blue,"frc709,frc9027,frc10993",0,20,"event=2026pahat match=2026pahat_qm61 BLUE teams=frc709,frc9027,frc10993 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level2, R2=None, R3=None)"
False,20,2026pahat,2026pahat_qm65,blue,"frc709,frc5181,frc321",0,20,"event=2026pahat match=2026pahat_qm65 BLUE teams=frc709,frc5181,frc321 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level2, R2=None, R3=None)"
False,20,2026pahat,2026pahat_sf6m1,blue,"frc10070,frc6808,frc10400",0,20,"event=2026pahat match=2026pahat_sf6m1 BLUE teams=frc10070,frc6808,frc10400 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=Level1, R3=None)"
False,20,2026vaale,2026vaale_qm31,red,"frc2890,frc449,frc539",0,20,"event=2026vaale match=2026vaale_qm31 RED teams=frc2890,frc449,frc539 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,20,2026vaale,2026vaale_qm55,blue,"frc4638,frc2534,frc4099",0,20,"event=2026vaale match=2026vaale_qm55 BLUE teams=frc4638,frc2534,frc4099 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,20,2026vaale,2026vaale_qm68,blue,"frc1731,frc4099,frc539",0,20,"event=2026vaale match=2026vaale_qm68 BLUE teams=frc1731,frc4099,frc539 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=None, R2=Level1, R3=Level1)"
False,20,2026week0,2026week0_qm11,red,"frc190,frc5813,frc1119",0,20,"event=2026week0 match=2026week0_qm11 RED teams=frc190,frc5813,frc1119 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level2, R2=None, R3=None)"
False,20,2026wiply,2026wiply_qm1,blue,"frc2202,frc7915,frc6381",0,20,"event=2026wiply match=2026wiply_qm1 BLUE teams=frc2202,frc7915,frc6381 – auto tower 0 (R1=None, R2=None, R3=None), endgame tower 20 (R1=Level1, R2=None, R3=Level1)"
False,15,2026bcvi,2026bcvi_f1m2,red,"frc359,frc9180,frc3683",15,0,"event=2026bcvi match=2026bcvi_f1m2 RED teams=frc359,frc9180,frc3683 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm12,blue,"frc2013,frc359,frc10951",15,0,"event=2026bcvi match=2026bcvi_qm12 BLUE teams=frc2013,frc359,frc10951 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm25,red,"frc8331,frc359,frc6390",15,0,"event=2026bcvi match=2026bcvi_qm25 RED teams=frc8331,frc359,frc6390 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm32,blue,"frc4627,frc359,frc11410",15,0,"event=2026bcvi match=2026bcvi_qm32 BLUE teams=frc4627,frc359,frc11410 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm33,red,"frc6188,frc10120,frc9719",15,0,"event=2026bcvi match=2026bcvi_qm33 RED teams=frc6188,frc10120,frc9719 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm40,blue,"frc4421,frc9180,frc3990",15,0,"event=2026bcvi match=2026bcvi_qm40 BLUE teams=frc4421,frc9180,frc3990 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm43,blue,"frc11354,frc8790,frc359",15,0,"event=2026bcvi match=2026bcvi_qm43 BLUE teams=frc11354,frc8790,frc359 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm47,red,"frc7688,frc610,frc8338",15,0,"event=2026bcvi match=2026bcvi_qm47 RED teams=frc7688,frc610,frc8338 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm51,blue,"frc8331,frc6188,frc7135",15,0,"event=2026bcvi match=2026bcvi_qm51 BLUE teams=frc8331,frc6188,frc7135 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm57,blue,"frc8338,frc359,frc7287",15,0,"event=2026bcvi match=2026bcvi_qm57 BLUE teams=frc8338,frc359,frc7287 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm62,blue,"frc11391,frc3990,frc359",15,0,"event=2026bcvi match=2026bcvi_qm62 BLUE teams=frc11391,frc3990,frc359 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm69,red,"frc359,frc9277,frc11149",15,0,"event=2026bcvi match=2026bcvi_qm69 RED teams=frc359,frc9277,frc11149 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_qm74,red,"frc7334,frc4270,frc359",15,0,"event=2026bcvi match=2026bcvi_qm74 RED teams=frc7334,frc4270,frc359 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026bcvi,2026bcvi_sf1m1,red,"frc359,frc9180,frc3683",15,0,"event=2026bcvi match=2026bcvi_sf1m1 RED teams=frc359,frc9180,frc3683 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_qm21,red,"frc1156,frc9460,frc9461",15,0,"event=2026brba match=2026brba_qm21 RED teams=frc1156,frc9460,frc9461 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_qm22,blue,"frc10917,frc9614,frc9110",15,0,"event=2026brba match=2026brba_qm22 BLUE teams=frc10917,frc9614,frc9110 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_qm33,red,"frc9484,frc9611,frc9110",15,0,"event=2026brba match=2026brba_qm33 RED teams=frc9484,frc9611,frc9110 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_qm39,red,"frc9200,frc9169,frc1156",15,0,"event=2026brba match=2026brba_qm39 RED teams=frc9200,frc9169,frc1156 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_qm44,red,"frc10345,frc9169,frc9617",15,0,"event=2026brba match=2026brba_qm44 RED teams=frc10345,frc9169,frc9617 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_qm52,red,"frc1156,frc9195,frc9045",15,0,"event=2026brba match=2026brba_qm52 RED teams=frc1156,frc9195,frc9045 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_qm70,blue,"frc10291,frc10263,frc9066",15,0,"event=2026brba match=2026brba_qm70 BLUE teams=frc10291,frc10263,frc9066 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_sf11m1,red,"frc7563,frc9066,frc1156",15,0,"event=2026brba match=2026brba_sf11m1 RED teams=frc7563,frc9066,frc1156 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_sf11m1,blue,"frc9085,frc9166,frc10291",15,0,"event=2026brba match=2026brba_sf11m1 BLUE teams=frc9085,frc9166,frc10291 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_sf13m1,red,"frc9085,frc9166,frc10291",15,0,"event=2026brba match=2026brba_sf13m1 RED teams=frc9085,frc9166,frc10291 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_sf3m1,blue,"frc9169,frc9458,frc9200",15,0,"event=2026brba match=2026brba_sf3m1 BLUE teams=frc9169,frc9458,frc9200 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026brba,2026brba_sf7m1,red,"frc7563,frc9066,frc1156",15,0,"event=2026brba match=2026brba_sf7m1 RED teams=frc7563,frc9066,frc1156 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_f1m1,red,"frc1138,frc2637,frc3128",15,0,"event=2026capoh match=2026capoh_f1m1 RED teams=frc1138,frc2637,frc3128 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_f1m2,red,"frc1138,frc2637,frc3128",15,0,"event=2026capoh match=2026capoh_f1m2 RED teams=frc1138,frc2637,frc3128 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm11,red,"frc3255,frc399,frc968",15,0,"event=2026capoh match=2026capoh_qm11 RED teams=frc3255,frc399,frc968 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm19,blue,"frc2485,frc2584,frc3128",15,0,"event=2026capoh match=2026capoh_qm19 BLUE teams=frc2485,frc2584,frc3128 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm32,blue,"frc702,frc3128,frc6515",15,0,"event=2026capoh match=2026capoh_qm32 BLUE teams=frc702,frc3128,frc6515 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm35,blue,"frc3020,frc3473,frc5136",15,0,"event=2026capoh match=2026capoh_qm35 BLUE teams=frc3020,frc3473,frc5136 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm46,red,"frc2710,frc3255,frc4019",15,0,"event=2026capoh match=2026capoh_qm46 RED teams=frc2710,frc3255,frc4019 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm56,blue,"frc3255,frc1972,frc3020",15,0,"event=2026capoh match=2026capoh_qm56 BLUE teams=frc3255,frc1972,frc3020 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm58,blue,"frc3128,frc2710,frc8060",15,0,"event=2026capoh match=2026capoh_qm58 BLUE teams=frc3128,frc2710,frc8060 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm63,blue,"frc2429,frc9772,frc3255",15,0,"event=2026capoh match=2026capoh_qm63 BLUE teams=frc2429,frc9772,frc3255 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_qm70,blue,"frc9084,frc5136,frc3255",15,0,"event=2026capoh match=2026capoh_qm70 BLUE teams=frc9084,frc5136,frc3255 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_sf11m1,red,"frc3128,frc2637,frc1138",15,0,"event=2026capoh match=2026capoh_sf11m1 RED teams=frc3128,frc2637,frc1138 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_sf11m1,blue,"frc5805,frc5817,frc1148",15,0,"event=2026capoh match=2026capoh_sf11m1 BLUE teams=frc5805,frc5817,frc1148 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_sf12m1,red,"frc8,frc4079,frc3255",15,0,"event=2026capoh match=2026capoh_sf12m1 RED teams=frc8,frc4079,frc3255 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_sf1m1,red,"frc3128,frc2637,frc1138",15,0,"event=2026capoh match=2026capoh_sf1m1 RED teams=frc3128,frc2637,frc1138 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_sf3m1,red,"frc8,frc4079,frc3255",15,0,"event=2026capoh match=2026capoh_sf3m1 RED teams=frc8,frc4079,frc3255 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026capoh,2026capoh_sf9m1,blue,"frc2429,frc5136,frc7157",15,0,"event=2026capoh match=2026capoh_sf9m1 BLUE teams=frc2429,frc5136,frc7157 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_f1m3,red,"frc3288,frc8044,frc498",15,0,"event=2026cosp match=2026cosp_f1m3 RED teams=frc3288,frc8044,frc498 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm1,blue,"frc8334,frc10114,frc662",15,0,"event=2026cosp match=2026cosp_qm1 BLUE teams=frc8334,frc10114,frc662 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm10,blue,"frc1619,frc2945,frc8044",15,0,"event=2026cosp match=2026cosp_qm10 BLUE teams=frc1619,frc2945,frc8044 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm27,red,"frc4183,frc4068,frc10114",15,0,"event=2026cosp match=2026cosp_qm27 RED teams=frc4183,frc4068,frc10114 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm28,blue,"frc8044,frc9134,frc9501",15,0,"event=2026cosp match=2026cosp_qm28 BLUE teams=frc8044,frc9134,frc9501 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm32,blue,"frc6358,frc10114,frc5493",15,0,"event=2026cosp match=2026cosp_qm32 BLUE teams=frc6358,frc10114,frc5493 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm42,red,"frc10114,frc1339,frc9134",15,0,"event=2026cosp match=2026cosp_qm42 RED teams=frc10114,frc1339,frc9134 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm49,red,"frc3288,frc8044,frc4068",15,0,"event=2026cosp match=2026cosp_qm49 RED teams=frc3288,frc8044,frc4068 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm59,red,"frc8044,frc7485,frc1339",15,0,"event=2026cosp match=2026cosp_qm59 RED teams=frc8044,frc7485,frc1339 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_qm62,blue,"frc9586,frc10114,frc8044",15,0,"event=2026cosp match=2026cosp_qm62 BLUE teams=frc9586,frc10114,frc8044 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_sf1m1,red,"frc3288,frc8044,frc498",15,0,"event=2026cosp match=2026cosp_sf1m1 RED teams=frc3288,frc8044,frc498 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026cosp,2026cosp_sf6m1,red,"frc10114,frc159,frc4293",15,0,"event=2026cosp match=2026cosp_sf6m1 RED teams=frc10114,frc159,frc4293 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_qm26,red,"frc5010,frc9530,frc1024",15,0,"event=2026inmis match=2026inmis_qm26 RED teams=frc5010,frc9530,frc1024 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_qm30,red,"frc10411,frc45,frc1501",15,0,"event=2026inmis match=2026inmis_qm30 RED teams=frc10411,frc45,frc1501 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_qm33,red,"frc3865,frc1024,frc135",15,0,"event=2026inmis match=2026inmis_qm33 RED teams=frc3865,frc1024,frc135 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_qm38,red,"frc3494,frc328,frc3936",15,0,"event=2026inmis match=2026inmis_qm38 RED teams=frc3494,frc328,frc3936 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_qm60,red,"frc10029,frc9530,frc1501",15,0,"event=2026inmis match=2026inmis_qm60 RED teams=frc10029,frc9530,frc1501 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_qm73,red,"frc1024,frc5402,frc9554",15,0,"event=2026inmis match=2026inmis_qm73 RED teams=frc1024,frc5402,frc9554 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_qm78,blue,"frc829,frc1501,frc1555",15,0,"event=2026inmis match=2026inmis_qm78 BLUE teams=frc829,frc1501,frc1555 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_sf11m1,red,"frc10434,frc3940,frc1501",15,0,"event=2026inmis match=2026inmis_sf11m1 RED teams=frc10434,frc3940,frc1501 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_sf2m1,red,"frc1024,frc5402,frc3147",15,0,"event=2026inmis match=2026inmis_sf2m1 RED teams=frc1024,frc5402,frc3147 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026inmis,2026inmis_sf5m1,blue,"frc1024,frc5402,frc3147",15,0,"event=2026inmis match=2026inmis_sf5m1 BLUE teams=frc1024,frc5402,frc3147 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026mefal,2026mefal_qm18,blue,"frc61,frc7407,frc8023",15,0,"event=2026mefal match=2026mefal_qm18 BLUE teams=frc61,frc7407,frc8023 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026mefal,2026mefal_qm25,red,"frc5687,frc4041,frc7407",15,0,"event=2026mefal match=2026mefal_qm25 RED teams=frc5687,frc4041,frc7407 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026mefal,2026mefal_qm8,red,"frc7407,frc6691,frc1307",15,0,"event=2026mefal match=2026mefal_qm8 RED teams=frc7407,frc6691,frc1307 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026miche,2026miche_qm19,red,"frc3656,frc8300,frc6081",15,0,"event=2026miche match=2026miche_qm19 RED teams=frc3656,frc8300,frc6081 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026miche,2026miche_qm3,red,"frc8832,frc8300,frc240",15,0,"event=2026miche match=2026miche_qm3 RED teams=frc8832,frc8300,frc240 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026miche,2026miche_qm71,blue,"frc27,frc7197,frc8300",15,0,"event=2026miche match=2026miche_qm71 BLUE teams=frc27,frc7197,frc8300 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026milak,2026milak_f1m1,blue,"frc8397,frc2767,frc8608",15,0,"event=2026milak match=2026milak_f1m1 BLUE teams=frc8397,frc2767,frc8608 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026milak,2026milak_f1m2,blue,"frc8397,frc2767,frc8608",15,0,"event=2026milak match=2026milak_f1m2 BLUE teams=frc8397,frc2767,frc8608 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026milak,2026milak_qm25,red,"frc3875,frc5152,frc7226",15,0,"event=2026milak match=2026milak_qm25 RED teams=frc3875,frc5152,frc7226 – auto tower 15 (R1=None, R2=Level1, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026milak,2026milak_qm36,red,"frc5152,frc8126,frc11386",15,0,"event=2026milak match=2026milak_qm36 RED teams=frc5152,frc8126,frc11386 – auto tower 15 (R1=Level1, R2=None, R3=None), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026milak,2026milak_qm76,red,"frc2959,frc9239,frc5152",15,0,"event=2026milak match=2026milak_qm76 RED teams=frc2959,frc9239,frc5152 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
False,15,2026milak,2026milak_sf7m1,blue,"frc5675,frc9703,frc5152",15,0,"event=2026milak match=2026milak_sf7m1 BLUE teams=frc5675,frc9703,frc5152 – auto tower 15 (R1=None, R2=None, R3=Level1), endgame tower 0 (R1=None, R2=None, R3=None)"
